option_strategy,sigma,strike_base,window_size_ratio,expire_period,Close price,Strike,Option gain,Option gain est,Loss percent,Loss std,Average loss,Loss expect,Profit daily %
CALL_ONLY,0.800,CLOSE_PRICE,2,5,172.620,177.059,0.000,inf,3.889,5049.097,7884.812,306.632,-0.355
CALL_ONLY,0.800,CLOSE_PRICE,2,30,172.620,181.349,0.000,inf,0.000,2697.024,3078.889,0.000,0.000
CALL_ONLY,0.800,CLOSE_PRICE,5,5,172.620,175.777,0.000,inf,5.000,5225.559,8247.954,412.398,-0.478
CALL_ONLY,0.800,CLOSE_PRICE,5,30,172.620,181.640,0.000,inf,0.000,5682.314,6683.088,0.000,0.000
CALL_ONLY,0.800,CLOSE_PRICE,8,5,172.620,175.868,0.000,inf,3.889,5102.520,7325.591,284.884,-0.330
CALL_ONLY,0.800,CLOSE_PRICE,8,30,172.620,181.637,0.000,inf,0.000,5746.949,6682.586,0.000,0.000
CALL_ONLY,0.800,MOV_AVG,2,5,172.620,176.095,0.000,inf,23.889,5163.213,8598.802,2054.158,-2.380
CALL_ONLY,0.800,MOV_AVG,2,30,172.620,194.119,6.500,858.788,29.444,5159.810,8366.112,2463.355,-0.474
CALL_ONLY,0.800,MOV_AVG,5,5,172.620,181.848,0.000,inf,31.667,5134.284,9016.986,2855.379,-3.308
CALL_ONLY,0.800,MOV_AVG,5,30,172.620,192.179,0.000,inf,37.778,4619.087,8374.687,3163.771,-0.611
CALL_ONLY,0.800,MOV_AVG,8,5,172.620,186.389,0.000,inf,34.444,5037.454,9007.538,3102.596,-3.595
CALL_ONLY,0.800,MOV_AVG,8,30,172.620,190.820,0.000,inf,71.667,4437.019,7855.469,5629.753,-1.087
CALL_ONLY,0.900,CLOSE_PRICE,2,5,172.620,177.614,96.500,310.952,3.889,5178.355,7874.482,306.230,-0.243
CALL_ONLY,0.900,CLOSE_PRICE,2,30,172.620,182.440,0.000,inf,0.000,2729.409,3019.261,0.000,0.000
CALL_ONLY,0.900,CLOSE_PRICE,5,5,172.620,176.171,0.000,inf,2.222,5073.943,8068.881,179.308,-0.208
CALL_ONLY,0.900,CLOSE_PRICE,5,30,172.620,182.767,33.500,613.720,0.000,5712.976,6596.088,0.000,0.006
CALL_ONLY,0.900,CLOSE_PRICE,8,5,172.620,176.274,0.000,inf,2.222,5145.067,8018.032,178.178,-0.206
CALL_ONLY,0.900,CLOSE_PRICE,8,30,172.620,182.764,33.500,613.956,0.000,396.603,369.204,0.000,0.006
CALL_ONLY,0.900,MOV_AVG,2,5,172.620,176.647,0.000,inf,22.778,5205.321,8416.717,1917.141,-2.221
CALL_ONLY,0.900,MOV_AVG,2,30,172.620,195.287,3.500,1446.912,28.333,5200.477,8347.070,2365.003,-0.456
CALL_ONLY,0.900,MOV_AVG,5,5,172.620,182.256,0.000,inf,29.444,5122.589,8996.919,2649.093,-3.069
CALL_ONLY,0.900,MOV_AVG,5,30,172.620,193.372,6.500,969.610,30.000,4537.351,8384.469,2515.341,-0.484
CALL_ONLY,0.900,MOV_AVG,8,5,172.620,186.819,0.000,inf,33.889,5051.580,8944.842,3031.308,-3.512
CALL_ONLY,0.900,MOV_AVG,8,30,172.620,192.004,0.000,inf,62.778,4417.957,7844.002,4924.290,-0.951
CALL_ONLY,1.000,CLOSE_PRICE,2,5,172.620,178.169,96.500,289.050,2.778,5257.795,8237.132,228.809,-0.153
CALL_ONLY,1.000,CLOSE_PRICE,2,30,172.620,183.531,33.500,558.706,0.000,3902.190,2890.913,0.000,0.006
CALL_ONLY,1.000,CLOSE_PRICE,5,5,172.620,176.566,0.000,inf,1.667,5208.237,7404.321,123.405,-0.143
CALL_ONLY,1.000,CLOSE_PRICE,5,30,172.620,183.895,33.500,532.526,0.000,,6.792,0.000,0.006
CALL_ONLY,1.000,CLOSE_PRICE,8,5,172.620,176.680,0.000,inf,1.111,5157.656,7539.428,83.771,-0.097
CALL_ONLY,1.000,CLOSE_PRICE,8,30,172.620,183.891,33.500,532.789,0.000,391.310,304.630,0.000,0.006
CALL_ONLY,1.000,MOV_AVG,2,5,172.620,177.199,0.000,inf,20.556,5187.245,8446.211,1736.166,-2.012
CALL_ONLY,1.000,MOV_AVG,2,30,172.620,196.455,3.500,1225.374,22.222,5180.235,8557.426,1901.650,-0.367
CALL_ONLY,1.000,MOV_AVG,5,5,172.620,182.664,33.500,621.158,27.222,5103.649,9016.599,2454.519,-2.805
CALL_ONLY,1.000,MOV_AVG,5,30,172.620,194.565,6.500,806.761,25.000,4475.198,8339.993,2084.998,-0.401
CALL_ONLY,1.000,MOV_AVG,8,5,172.620,187.249,0.000,inf,33.333,5079.770,8857.799,2952.600,-3.421
CALL_ONLY,1.000,MOV_AVG,8,30,172.620,193.188,6.500,996.863,56.111,4418.881,7889.644,4426.967,-0.854
CALL_ONLY,1.100,CLOSE_PRICE,2,5,172.620,178.724,96.500,268.510,2.778,5275.494,8133.512,225.931,-0.150
CALL_ONLY,1.100,CLOSE_PRICE,2,30,172.620,184.622,33.500,480.130,0.000,3948.631,2836.216,0.000,0.006
CALL_ONLY,1.100,CLOSE_PRICE,5,5,172.620,176.960,0.000,inf,1.111,5379.173,7737.337,85.970,-0.100
CALL_ONLY,1.100,CLOSE_PRICE,5,30,172.620,185.022,0.000,inf,0.000,,,,
CALL_ONLY,1.100,CLOSE_PRICE,8,5,172.620,177.086,0.000,inf,0.556,5262.269,7066.325,39.257,-0.045
CALL_ONLY,1.100,CLOSE_PRICE,8,30,172.620,185.018,0.000,inf,0.000,,,,
CALL_ONLY,1.100,MOV_AVG,2,5,172.620,177.751,96.500,305.561,17.778,5203.904,8566.395,1522.915,-1.653
CALL_ONLY,1.100,MOV_AVG,2,30,172.620,197.623,3.500,1007.412,18.889,5161.737,8645.423,1633.024,-0.315
